ticket_id,ticket_text,category,priority,created_at,resolution_time_hours,resolved_at,cleaned_text
TKT-0208,"whenever you get a chance, start menu search not working after cumulative update",Software,Low,2024-03-08 14:15:00,33.16,2024-03-09 23:24:36.000000000,whenev get chanc start menu search work cumul updat
TKT-2583,"my deesktop machine - excel file says corrupted and wont open, need data urgently, please escalate if needed",Software,Medium,2024-01-14 19:41:00,34.77,2024-01-16 06:27:12.000000000,deesktop machin excel file say corrupt wont open need data urgent pleas escal need
TKT-2330,"not urget - all users in wng C - scheduled backup failed last night for PROD_DB, urgent please",Database,Low,2024-02-20 18:53:00,107.4,2024-02-25 06:17:00.000000000,urget user wng schedul backup fail last night prod db urgent pleas
TKT-2699,uotlook desktop and web showing different inbox contents,Email,Medium,2024-02-12 09:54:00,18.73,2024-02-13 04:37:48.000000000,uotlook desktop web show differ inbox content
TKT-1446,"critical issue - table reports in ARCHIVE_DB is locked, blocking all other queries",Database,High,2024-02-27 12:19:00,26.95,2024-02-28 15:16:00.000000000,critic issu tabl report archiv db lock block queri
TKT-0931,"nosql cache out of sync with PROD_DB, stale data being served",Database,Medium,2024-02-03 10:19:00,48.12,2024-02-05 10:26:12.000000000,nosql cach sync prod db stale data serv
TKT-2905,"vpn client installer not working on windows 11, error 0x800f0954",Network,Low,2024-02-10 23:03:00,15.28,2024-02-11 14:19:48.000000000,vpn client instal work window num error 0x800f0954
TKT-3791,"no rsuh but teams stuck on grey loading screen, cannot join standup, please help asap",Software,Low,2024-01-27 15:36:00,44.62,2024-01-29 12:13:12.000000000,rsuh team stuck grey load screen cannot join standup pleas help asap
TKT-2290,Tally license expired popup appearing every few minutes,Software,Low,2024-02-02 19:57:00,28.7,2024-02-04 00:39:00.000000000,talli licens expir popup appear everi minut
TKT-0743,"ethernet port on laptop loose, cable keeps falling out, thanks in advance",Hardware,Medium,2024-03-25 13:15:00,15.96,2024-03-26 05:12:36.000000000,ethernet port laptop loos cabl keep fall thank advanc
TKT-1769,"dsektop monitor has dead pixels in the center of screen, please escalate if needed",Hardware,Medium,2024-01-19 10:49:00,16.63,2024-01-20 03:26:48.000000000,dsektop monitor dead pixel center screen pleas escal need
TKT-0102,whole team blocked - network printer the shared printer ot showing on the network,Network,High,2024-03-11 03:39:00,10.09,2024-03-11 13:44:24.000000000,whole team block network printer share printer ot show network
TKT-3837,"please help immediately, internet speed extremely slow in esrver room, file uploads not completing",Network,High,2024-03-09 13:05:00,7.56,2024-03-09 20:38:36.000000000,pleas help immedi internet speed extrem slow esrver room file upload complet
TKT-1683,privileged acccess request ffor SRV-01 for weekend maintenance,Access/Login,Low,2024-03-14 20:42:00,9.68,2024-03-15 06:22:48.000000000,privileg acccess request ffor srv num weekend mainten
TKT-3752,oulook prompting for password every few minutes,Email,Medium,2024-02-22 10:17:00,12.43,2024-02-22 22:42:48.000000000,oulook prompt password everi minut
TKT-2292,urgent - my workstation - contractor needs access to intranet oprtal extended by 80 weeks,Access/Login,High,2024-03-11 13:45:00,6.31,2024-03-11 20:03:36.000000000,urgent workstat contractor need access intranet oprtal extend num week
TKT-0936,whole team blocked - laptop screen flickering and sometimes goes completely black,Hardware,High,2024-01-25 23:34:00,15.19,2024-01-26 14:45:24.000000000,whole team block laptop screen flicker sometim goe complet black
TKT-4000,me and two colleagues - barcode scanner at reception stopped working after the windows patch,Hardware,Medium,2024-01-23 12:05:00,14.54,2024-01-24 02:37:24.000000000,two colleagu barcod scanner recept stop work window patch
TKT-1289,"escalating this - vpn client installer not working on windows 11, error 0x800f0954, thanks in advance",Network,High,2024-02-17 10:02:00,13.37,2024-02-17 23:24:12.000000000,escal vpn client instal work window num error 0x800f0954 thank advanc
TKT-3353,"me and two colleagues - account auto-locking every morning, happens around 9 am daily, thanks in advannce",Access/Login,Medium,2024-01-10 12:32:00,11.13,2024-01-10 23:39:48.000000000,two colleagu account auto lock everi morn happen around num daili thank advannc
TKT-3386,"my desktop machine - latency spikes to DC01 causing database timeouts, urgent please",Network,Medium,2024-03-09 12:30:00,14.23,2024-03-10 02:43:48.000000000,desktop machin latenc spike dc01 caus databas timeout urgent pleas
TKT-1430,software installation failing with error timeout,Software,Medium,2024-02-16 16:15:00,48.51,2024-02-18 16:45:36.000000000,softwar instal fail error timeout
TKT-2032,"computer not turning on, no lights no fan no response, kindly resolve this",Hardware,Medium,2024-02-22 16:24:00,19.7,2024-02-23 12:06:00.000000000,comput turn light fan respons kindli resolv
TKT-1931,"replication lag between primary and standby on SRV-DB01 is 2 mins, need this fixed today",Database,Low,2024-03-05 10:30:00,36.2,2024-03-06 22:42:00.000000000,replic lag primari standbi srv db01 num min need fix today
TKT-3940,"need DC01 whitelisted on firewall, currently blocked",Network,Low,2024-01-15 19:53:00,32.54,2024-01-17 04:25:24.000000000,need dc01 whitelist firewal current block
TKT-0337,"at our convenience, emails bouncing back with error 0x80070005",Email,Low,2024-01-16 00:41:00,18.35,2024-01-16 19:02:00.000000000,conveni email bounc back error 0x80070005
TKT-2877,"teamms stuck on grey loading screen, cannot join standup, please look into it",Software,Medium,2024-01-31 17:48:00,21.21,2024-02-01 15:00:36.000000000,teamm stuck grey load screen cannot join standup pleas look
TKT-0053,"at your convenience, the new joiner - deadlock occurring between two jobs on reports every 10 mins",Database,Low,2024-03-18 14:44:00,40.2,2024-03-20 06:56:00.000000000,conveni new joiner deadlock occur two job report everi num min
TKT-1843,shared mailbox access for HR not workiing after mailbox migration,Access/Login,Low,2024-01-21 19:27:00,17.06,2024-01-22 12:30:36.000000000,share mailbox access hr worki mailbox migrat
TKT-2471,"escalating this - outlook keeps crashing when i open attachments from this morning randomly, urgent please",Software,High,2024-02-16 16:33:00,14.97,2024-02-17 07:31:12.000000000,escal outlook keep crash open attach morn randomli urgent pleas
TKT-2587,our entire team - replication lag between primary and standby on SRV-DB01 is 10 mins,Database,Low,2024-02-06 11:05:00,74.42,2024-02-09 13:30:12.000000000,entir team replic lag primari standbi srv db01 num min
TKT-3836,cannot install Zoom as it says another version already installed,Software,Medium,2024-02-16 01:01:00,40.3,2024-02-17 17:19:00.000000000,cannot instal zoom say anoth version alreadi instal
TKT-1475,"account disalbed by mistake, cannot login to anything, please help asap",Access/Login,Medium,2024-02-23 09:15:00,7.41,2024-02-23 16:39:36.000000000,account disalb mistak cannot login anyth pleas help asap
TKT-0280,"database certificate expiring in 100 days, renewal needed, please escalate if needed",Database,Medium,2024-03-24 16:03:00,53.32,2024-03-26 21:22:12.000000000,databas certif expir num day renew need pleas escal need
TKT-3604,"calculator and snipping tool missing after windows 11 upgrade, any help appreciated",Software,Medium,2024-01-27 13:02:00,64.51,2024-01-30 05:32:36.000000000,calcul snip tool miss window num upgrad help appreci
TKT-2759,"office phone handset not working, no dial tone",Hardware,Medium,2024-03-08 08:17:00,32.4,2024-03-09 16:41:00.000000000,offic phone handset work dial tone
TKT-1989,"i and my manager - database certificate expiring in 100 days, renewal needed, need this fixed today",Database,Low,2024-04-05 13:05:00,52.15,2024-04-07 17:14:00.000000000,manag databas certif expir num day renew need need fix today
TKT-1703,whole team blocked - our etnire team - zoom freezes after 20 minutes on video calls,Software,Critical,2024-02-07 17:37:00,9.52,2024-02-08 03:08:12.000000000,whole team block etnir team zoom freez num minut video call
TKT-2117,whole team blocked - sso login to Jira failing with error 0x800f0954,Access/Login,High,2024-01-30 17:43:00,4.1,2024-01-30 21:49:00.000000000,whole team block sso login jira fail error 0x800f0954
TKT-2556,"onedirve not syncing, files stuck in pending since this mornning, tried restarting but no luck",Software,Low,2024-03-10 10:38:00,46.38,2024-03-12 09:00:48.000000000,onedirv sync file stuck pend sinc morn tri restart luck
TKT-0971,"vpn disconnects automatically after 15 minutes of idle time, please help asap",Network,Medium,2024-01-30 08:02:00,10.72,2024-01-30 18:45:12.000000000,vpn disconnect automat num minut idl time pleas help asap
TKT-0518,shared mailbox access for procurement not working after mailbox migration,Access/Login,Critical,2024-03-14 06:42:00,1.52,2024-03-14 08:13:12.000000000,share mailbox access procur work mailbox migrat
TKT-1790,"i - remote desktop to WEBSVR-02 fails with 0x80070005, cannot access my work machine",Network,Low,2024-01-15 00:24:00,27.02,2024-01-16 03:25:12.000000000,remot desktop websvr num fail 0x80070005 cannot access work machin
TKT-1320,urgent - getting spoofed spam from what looks like internal adresses,Email,High,2024-03-24 17:47:00,12.88,2024-03-25 06:39:48.000000000,urgent get spoof spam look like intern adress
TKT-2886,"audio driver missing after windows update, no sound, please look into it",Software,Low,2024-01-27 16:03:00,60.97,2024-01-30 05:01:12.000000000,audio driver miss window updat sound pleas look
TKT-2153,businses impacted - emails frrom Divya going to junk even after whitelist,Email,Critical,2024-03-17 10:20:00,2.85,2024-03-17 13:11:00.000000000,busins impact email frrom divya go junk even whitelist
TKT-2439,"wireless access point in reception area not broadcasting ssid, urgent please",Network,Medium,2024-02-15 15:42:00,17.87,2024-02-16 09:34:12.000000000,wireless access point recept area broadcast ssid urgent pleas
TKT-2272,everyone in the sales department - python import error for numpy on my work machine,Software,High,2024-03-03 01:54:00,11.64,2024-03-03 13:32:24.000000000,everyon sale depart python import error numpi work machin
TKT-0318,my desktop machine - Firefox license expired popup appearing every few minutes,Software,Medium,2024-03-09 13:20:00,27.24,2024-03-10 16:34:24.000000000,desktop machin firefox licens expir popup appear everi minut
TKT-3229,"escalating tihs - chrome not launching at all, task manager shows it running, thanks in advance",Software,Critical,2024-03-05 13:58:00,11.51,2024-03-06 01:28:36.000000000,escal tih chrome launch task manag show run thank advanc
TKT-2515,"business impacted - vpn disconnects automatically after 3 minutes of idlle time, any help appreciated",Network,High,2024-01-28 23:52:00,6.3,2024-01-29 06:10:00.000000000,busi impact vpn disconnect automat num minut idll time help appreci
TKT-1641,production is down - task shceduler job failing with 401 on SRV-01,Software,High,2024-03-15 13:07:00,9.99,2024-03-15 23:06:24.000000000,product task shcedul job fail num srv num
TKT-3741,"vpn software and antivirus conflicting, one crashes the other",Software,Critical,2024-01-26 12:38:00,4.77,2024-01-26 17:24:12.000000000,vpn softwar antiviru conflict one crash
TKT-0085,me and two colleagues - vendor Rohan needs temporary guest wifi and intranet portal access for 2 days,Access/Login,Medium,2024-01-09 09:59:00,4.96,2024-01-09 14:56:36.000000000,two colleagu vendor rohan need temporari guest wifi intranet portal access num day
TKT-1797,"word doccument not saving, losing work repeatedly, already raised this verbally",Software,Critical,2024-02-27 12:33:00,7.9,2024-02-27 20:27:00.000000000,word doccument save lose work repeatedli alreadi rais verbal
TKT-1356,production is down - remote users cannot reach the office file server since the power cut yesterday,Network,High,2024-01-09 11:03:00,7.23,2024-01-09 18:16:48.000000000,product remot user cannot reach offic file server sinc power cut yesterday
TKT-2469,not urgent - locked out of my account after 5 failed attempts from around 9 am today,Access/Login,Low,2024-02-29 14:06:00,15.64,2024-03-01 05:44:24.000000000,urgent lock account num fail attempt around num today
TKT-1442,"global address list not showing new employees added this week, please escalate if needed",Email,Low,2024-01-11 15:33:00,27.72,2024-01-12 19:16:12.000000000,global address list show new employe ad week pleas escal need
TKT-2679,Teams license expired popup appearing every few minutes,Software,Low,2024-03-14 12:35:00,26.57,2024-03-15 15:09:11.999999999,team licens expir popup appear everi minut
TKT-3240,"new joiner Rahul needs laptop setup and ERP access today, urgent please",Access/Login,Medium,2024-02-05 15:19:00,5.05,2024-02-05 20:22:00.000000000,new joiner rahul need laptop setup erp access today urgent pleas
TKT-1144,"vpn not connecting from around 9 am today, error 503 keeps showing",Network,Medium,2024-03-21 09:11:00,9.66,2024-03-21 18:50:36.000000000,vpn connect around num today error num keep show
